"KIOS (N)","1827.777998554521","2026-06-06","1970-08-30","-24.4107090527325","Nieuw Vennep","117.02255823836488","0.056669649177935724","20.20804328214569"
"Wez Handich","1825.7839053388786","2026-06-06","1926-08-01","-33.29426507737617","Rottevalle","117.54732719109182","0.05663937000066772","21.13146414681274"
"Tjoba","1824.1625531936415","2026-06-06","1942-05-03","57.894978605979304","'s-Heerhendrikskinderen","113.73456718169527","0.05553120792905713","17.58922570061403"
"Excelsior (D)","1814.4780533083238","2026-06-06","1970-08-30","-38.3639122818588","Delft","111.46103757255224","0.05565105520878977","18.58243294703489"
"IFC '25","1809.1520083176385","2026-06-06","2016-09-03","-70.83774047922293","Kollum","115.23859441158321","0.05756473919061265","19.466576863528374"
"Merwede","1808.3449443848513","2026-06-06","1970-08-30","-17.492031564314175","Sliedrecht","114.35741459026963","0.05651574610375754","18.846997230992965"
"Juliana","1807.7349114680803","2026-06-06","1968-09-01","38.93003302029979","Oud Gastel","115.89942054478587","0.05743917233861033","16.99123327826431"
"DOS-WK","1803.679152836444","2026-06-06","1988-09-10","-41.34014295087559","Enschede","117.98182137440848","0.05646978805238897","20.841507178174744"
"Haarlem","1802.9114743130378","2026-06-06","1914-10-11","102.68457258238914","Haarlem","113.76341251268755","0.056076615831217785","16.385563219542778"
"De Parabool","1799.8656467230157","2026-06-06","1983-11-20","1.4868353581180145","Groningen","117.48314028445733","0.058036308288272574","18.599307075285896"
"Noviomagum","1791.071712703217","2026-06-06","1912-01-28","2.4237904372141656","Nijmegen","120.44443500170213","0.05723383951357494","23.756171583491646"
"De Wâlden","1789.78247208759","2026-06-06","2014-08-30","16.110714812544984","Oentsjerk","113.35133351894856","0.056797226157978865","16.600710469249993"
"HKV / Ons Eibernest","1788.5537872306716","2026-06-06","1992-09-06","-10.001273136060036","Den Haag","110.93822257645313","0.05448218066005637","18.97104516729521"
"ASVD","1778.3185312485946","2026-06-06","1967-09-10","-82.75316493897162","Dronten","113.86121974818565","0.05750538431593213","18.15214867070822"
"NRC '22","1776.9987027015202","2026-06-06","2022-09-10","-139.34806829170452","Enschede","120.63847833464115","0.056268196476405415","17.89091413957301"
"Exakwa","1772.8144740344712","2026-06-06","1971-10-03","34.85336406700458","Lelystad","118.89438567462335","0.05714471027517448","19.040575406890824"
"Animo (G)","1772.6079092267287","2026-06-06","1970-11-15","34.60252299084482","Geldermalsen","114.83034207801298","0.05794958872258559","18.6618089420483"
"ALO","1766.9787478230253","2026-06-06","1906-09-29","5.28631317749182","Den Haag","113.03834109779643","0.055417278668585486","17.14846633466619"
"MIA","1763.051183441231","2026-06-06","1970-08-30","-119.00998194721183","Amersfoort","113.63334097288143","0.057054854286465534","17.63823299589599"
"Sporting Trigon","1760.6490797437673","2026-06-06","1995-09-02","-22.445848431777904","Leiden","111.1998317331753","0.055219873419450685","16.800614047087045"
"Refleks","1759.4452235953252","2026-06-06","1995-09-02","50.58683094961361","Rijswijk","112.84434835154244","0.05709375332097212","18.307085550641233"
"ONDO (M)","1758.9884829552968","2026-06-06","1956-04-29","-64.01013744674151","Middelburg","111.60115412690539","0.056584795877332776","15.420773876320391"
"Rust Roest (E)","1757.990206195329","2026-06-06","1932-10-23","-4.72290701196016","Eindhoven","111.99092876983033","0.05604750224611757","16.38858176627458"
"Juventa","1756.2092811033021","2026-06-06","1987-09-05","-23.368708141284742","Hardenberg","115.86569789038997","0.057754622874415656","17.870485381297115"
"SDO (V)","1750.5039768221436","2026-06-06","1963-09-21","65.56924687405899","Veldhoven","112.75481887559359","0.05676384725785794","19.3154603100997"
"Trekvogels (R)","1747.2420752084236","2026-06-06","1923-09-09","37.05883995128329","Rotterdam","120.20049061003074","0.055583272382744416","20.65418037697998"
